dates,adjusted,open,high,low,close,betaYearDay,sigmaDay60,pbr,institutional,foreigners,kodexGBond3Year,vkospi200,wonPerYen,wonPerDollar,dowjones,shanghai,goldFuture,wtiNY,kospi,kospi200IT,logreturn,lrClass
2017-02-08,54600,53700,54600,52400,54600,1.176523,0.000294,1.61,366,1429,55520,11.31,1023.02184,1142.92,20054.34,3166.98,1237.6,52.3,2065.08,1749.05,-0.035418427,0
2017-02-09,52700,53100,53700,52500,52700,1.176326,0.00032,1.55,308,2454,55585,10.92,1015.046994,1144.77,20172.4,3183.18,1235.1,53,2065.88,1736.14,-0.05259245,0
2017-02-10,50000,52000,52200,50000,50000,1.156355,0.000371,1.47,261,2980,55520,10.39,1012.784141,1149.51,20269.37,3196.7,1234.4,53.9,2075.08,1716.1,0.013902905,2
2017-02-13,50700,49550,51000,49500,50700,1.180583,0.000362,1.49,273,2015,55550,10.49,1010.605795,1151.08,20412.16,3216.84,1224.4,52.9,2078.65,1710.4,-0.045393572,0
2017-02-14,48450,51100,51600,48100,48450,1.190501,0.000392,1.42,-1207,3043,55525,10.47,1001.963547,1137.93,20504.41,3217.93,1223.9,53.2,2074.57,1681.34,-0.011416834,1
2017-02-15,47900,48300,48700,47550,47900,1.192226,0.000395,1.41,415,2844,55530,10.19,995.6313219,1141.79,20611.86,3212.99,1231.7,53.1,2083.86,1682.09,0.034875329,3
2017-02-16,49600,48350,49600,48200,49600,1.156095,0.000395,1.46,359,1544,55540,10.14,1003.598768,1140.59,20619.77,3229.62,1240,53.4,2081.84,1702.57,0.016000341,3
2017-02-17,50400,50400,51100,50200,50400,1.165052,0.000364,1.48,303,2159,55570,10.02,1019.907818,1150.66,20624.05,3202.08,1237.6,53.4,2080.58,1705.54,-0.009970172,1
2017-02-20,49900,50900,51000,49600,49900,1.186866,0.000366,1.47,16,648,55545,10.17,1013.817185,1146.83,20624.05,3239.96,1237.6,53.4,2084.39,1713.59,0.019841921,3
2017-02-21,50900,49950,51000,49350,50900,1.192991,0.000369,1.5,454,654,55540,10,1009.560314,1145.75,20743,3253.33,1237.5,54.1,2102.93,1735.57,-0.005911347,1
2017-02-22,50600,51600,51700,50600,50600,1.191988,0.00037,1.49,-298,1300,55460,9.72,1010.367686,1143.13,20775.6,3261.22,1232,53.6,2106.61,1741.31,-0.00793655,1
2017-02-23,50200,50000,50400,49050,50200,1.194257,0.000372,1.48,-120,1298,55500,9.79,1004.070231,1132.29,20810.32,3251.38,1250.2,54.5,2107.63,1745.51,-0.055285316,0
2017-02-24,47500,49850,50000,47400,47500,1.226852,0.000424,1.4,-1486,1589,55530,10.19,1006.056025,1131.31,20821.76,3253.43,1256.9,54,2094.12,1703.06,-0.032088315,0
2017-02-27,46000,46850,47000,45650,46000,1.241011,0.000441,1.35,1634,1734,55550,10.62,1009.199501,1132.12,20837.44,3228.66,1257.4,54.1,2085.52,1675.96,0.015102768,3
2017-02-28,46700,46600,47600,46200,46700,1.243477,0.00043,1.37,252,2633,55570,10.64,1007.909302,1129.06,20812.24,3241.73,1252.6,54,2091.64,1679.7,0.021187233,3
2017-03-02,47700,46850,47850,46800,47700,1.229088,0.000436,1.4,450,4210,55525,10.55,1002.139364,1147.65,21002.97,3230.03,1231.9,52.6,2102.65,1718.8,-0.012658397,1
2017-03-03,47100,47650,48250,46700,47100,1.217247,0.000439,1.38,491,1644,55500,10.97,1011.161612,1156.87,21005.71,3218.31,1225.5,53.3,2078.75,1711.35,0.046664765,3
2017-03-06,49350,47600,49400,47550,49350,1.221228,0.000471,1.45,568,2255,55485,11.28,1014.209139,1154.17,20954.34,3233.87,1224.5,53.2,2081.36,1727.93,-0.011207453,1
2017-03-07,48800,49100,49300,48050,48800,1.210317,0.000473,1.43,-96,1105,55455,11.19,1009.129177,1150.71,20924.76,3242.41,1215.1,53.1,2094.05,1732.79,-0.016529302,0
2017-03-08,48000,48800,49300,47900,48000,1.186698,0.000471,1.41,-329,1114,55445,11.3,1008.155781,1154.54,20855.73,3240.67,1208.5,50.3,2095.41,1734.83,0,1
2017-03-09,48000,48200,48850,48000,48000,1.187799,0.000466,1.41,-820,1613,55435,11.96,1008.229557,1157.75,20858.19,3216.75,1202.4,49.3,2091.06,1726.16,0.024692613,3
2017-03-10,49200,48100,49550,47500,49200,1.20841,0.000475,1.45,184,1805,55400,10.67,1003.679541,1153.83,20902.98,3212.76,1200.7,48.5,2097.35,1739.45,0.035932009,3
2017-03-13,51000,49550,51100,49300,51000,1.228217,0.000493,1.5,284,2751,55330,10.7,1000.75903,1147.07,20881.48,3237.03,1202.4,48.4,2117.59,1778.81,-0.013820556,0
2017-03-14,50300,51800,51900,50300,50300,1.211053,0.000492,1.48,-563,2067,55375,11.11,1002.703174,1149.9,20837.37,3239.33,1201.9,47.7,2133.78,1788.49,-0.030274764,0
2017-03-15,48800,49350,49500,48550,48800,1.210966,0.000508,1.43,-1199,1429,55325,11.38,998.5183894,1145.7,20950.1,3241.76,1200.1,48.9,2133,1782.3,0.007146534,2
2017-03-16,49150,49350,49650,48500,49150,1.213554,0.000504,1.44,-21,1481,55465,11.27,993.9779249,1125.68,20934.55,3268.94,1226.5,48.8,2150.08,1794.39,-0.050062591,0
2017-03-17,46750,48400,48400,46600,46750,1.183009,0.000532,1.37,-2323,1927,55550,11.25,1001.879266,1130.22,20914.62,3237.45,1229.8,48.8,2164.58,1789.29,0.018018506,3
2017-03-20,47600,46950,47650,46550,47600,1.175111,0.000537,1.4,-286,1802,55525,11.74,988.1074849,1114.19,20905.86,3250.81,1233.6,48.2,2157.01,1785.29,-0.001050972,1
2017-03-21,47550,47900,48250,47000,47550,1.162722,0.000537,1.4,-152,1479,55575,12.64,996.0821062,1116.11,20668.01,3261.61,1246.1,47.3,2178.38,1818.14,0.02287002,3
2017-03-22,48650,47000,48800,47000,48650,1.145459,0.000543,1.43,618,1932,55540,13.16,1010.759665,1121.64,20661.3,3245.22,1249.3,48,2168.3,1824.38,-0.00411947,1
2017-03-23,48450,48950,49300,48150,48450,1.144284,0.000539,1.42,11,811,55580,12.75,1008.069164,1119.36,20656.58,3248.55,1246.9,47.7,2172.72,1828.18,0.021440331,3
2017-03-24,49500,50000,50200,49300,49500,1.129346,0.000542,1.46,518,2454,55520,12.36,1005.643564,1117.27,20596.72,3269.45,1248.2,48,2168.95,1831.02,0.023953241,3
2017-03-27,50700,50000,51100,49950,50700,1.110235,0.000551,1.49,-128,3926,55600,12.97,1004.889533,1109.8,20550.98,3266.96,1255.4,47.7,2155.66,1832.87,0.001970444,2
2017-03-28,50800,51200,51300,50000,50800,1.106982,0.000549,1.49,-245,1653,55560,12.25,1009.847522,1112.65,20701.5,3252.95,1255.3,48.4,2163.31,1826.99,0.009794398,2
2017-03-29,51300,51000,52200,50800,51300,1.105944,0.000546,1.51,-183,2350,55570,11.55,1001.882374,1112.39,20659.32,3241.32,1253.4,49.5,2166.98,1850.3,-0.007827829,1
2017-03-30,50900,51100,51500,50200,50900,1.111637,0.000539,1.5,-182,1267,55600,11.2,1002.390581,1115.36,20728.49,3210.24,1245,50.4,2164.64,1842.55,-0.007889587,1
2017-03-31,50500,50800,50800,49900,50500,1.108118,0.000526,1.48,-70,1554,55605,11.06,1003.365341,1118.05,20663.22,3222.51,1247.3,50.6,2160.23,1830.1,0.025416813,3
2017-04-03,51800,50800,51900,50700,51800,1.126722,0.00053,1.52,460,1016,55575,11.01,1006.154262,1116.63,20650.21,3222.51,1250.8,50.2,2167.51,1851.4,-0.015564517,0
2017-04-04,51000,52100,52200,50800,51000,1.134783,0.000534,1.5,15,1047,55645,10.94,1018.543645,1126,20689.24,3222.51,1255,51,2161.1,1843.13,-0.013820556,0
2017-04-05,50300,50600,51000,49950,50300,1.1399,0.000531,1.48,-40,1064,55630,11.1,1014.076273,1127.45,20648.15,3270.31,1245.4,51.2,2160.85,1837.58,-0.018054653,0
2017-04-06,49400,50300,50500,49100,49400,1.153551,0.00052,1.45,95,849,55620,11.82,1021.049784,1132.14,20662.95,3281.01,1250.3,51.7,2152.75,1829.32,0.00806456,2
2017-04-07,49800,49450,49800,48700,49800,1.155293,0.00052,1.46,-191,1015,55585,12.63,1022.991515,1133.27,20656.1,3286.62,1254.3,52.2,2151.73,1826.36,-0.016194686,0
2017-04-10,49000,49700,49750,48950,49000,1.166255,0.000501,1.44,188,584,55530,14.77,1027.792278,1141.98,20658.02,3269.39,1251.1,53.1,2133.32,1815.59,-0.00306592,1
2017-04-11,48850,48550,49350,48400,48850,1.16354,0.000495,1.44,187,910,55560,16.68,1047.177897,1148.44,20651.3,3288.97,1271.2,53.4,2123.85,1795.59,0.00306592,2
2017-04-12,49000,48800,49200,48550,49000,1.16746,0.000495,1.44,-24,667,55560,15.75,1039.403067,1138.77,20591.86,3273.83,1275.3,53.1,2128.91,1802.07,0.015190165,3
2017-04-13,49750,49100,50200,48650,49750,1.169352,0.000492,1.46,69,932,55600,14.53,1039.091825,1135,20453.25,3275.96,1285.9,53.2,2148.61,1838.65,0.00100452,2
2017-04-14,49800,49750,50700,49450,49800,1.196726,0.000492,1.46,141,1534,55650,16.4,1047.65589,1137.44,20453.25,3246.07,1285.9,53.2,2134.88,1819.96,-0.012121361,1
2017-04-17,49200,50200,50300,49100,49200,1.188374,0.000493,1.45,-110,394,55640,15.81,1047.983759,1135.7,20636.92,3222.17,1289.4,52.7,2145.76,1812.08,0.020121403,3
2017-04-18,50200,49600,50400,49300,50200,1.185448,0.000496,1.48,44,841,55600,15.38,1053.082444,1144.49,20523.28,3196.71,1291.7,52.4,2148.46,1818.43,-0.00699653,1
2017-04-19,49850,50300,50400,49850,49850,1.186771,0.000496,1.47,9,655,55675,14.87,1048.155963,1142.49,20404.49,3170.69,1281.4,50.4,2138.4,1809.19,0.030619676,3
2017-04-20,51400,49750,51700,49700,51400,1.198413,0.000493,1.51,454,1953,55645,13.3,1041.815517,1137.35,20578.71,3172.1,1281.9,50.3,2149.15,1823.31,0.011605546,2
2017-04-21,52000,51800,52500,51300,52000,1.207739,0.000491,1.53,35,2136,55600,12.89,1041.853855,1136.35,20547.76,3173.15,1287.4,49.6,2165.04,1842.77,0.007662873,2
2017-04-24,52400,52700,53200,52100,52400,1.207794,0.000492,1.54,-238,1525,55530,12.77,1028.826206,1130.68,20763.89,3129.53,1275.8,49.2,2173.74,1851.42,0,1
2017-04-25,52400,52800,52800,51300,52400,1.192843,0.000476,1.54,-827,3032,55625,12.02,1019.099603,1129.57,20996.12,3134.57,1265.6,49.6,2196.85,1880.8,0.02450641,3
2017-04-26,53700,53100,54200,53000,53700,1.188985,0.000486,1.58,253,2773,55620,12.18,1015.906443,1133.65,20975.09,3140.85,1262.1,49.6,2207.84,1891.31,-0.001863933,1
2017-04-27,53600,53800,53900,52700,53600,1.188889,0.000485,1.58,-2,1062,55620,11.82,1020.814968,1134.84,20981.33,3152.19,1263.7,49,2209.46,1883.12,0.007434978,2
2017-04-28,54000,53600,54700,53400,54000,1.160979,0.000478,1.59,107,1563,55640,12.27,1022.286022,1139.44,20940.51,3154.66,1266.1,49.3,2205.44,1893.6,0.025595547,3
2017-05-02,55400,55300,55900,54800,55400,1.170975,0.000484,1.63,95,1877,55595,13.18,1008.159444,1130.55,20949.89,3143.71,1255.1,47.7,2219.67,1914.84,0.008984786,2
2017-05-04,55900,55900,55900,55000,55900,1.154928,0.000485,1.64,-284,1595,55615,13.77,1007.019256,1134.81,20951.47,3127.37,1226.5,45.5,2241.24,1943.75,0.017730961,3
2017-05-08,56900,56000,57000,55700,56900,1.132098,0.000488,1.67,156,1815,55620,15.74,1005.497916,1133.9,21012.28,3078.61,1225.3,46.4,2292.76,1993.92,-0.02311214,0
2017-05-10,55600,57400,58100,55200,55600,1.122347,0.000489,1.63,187,1746,55555,16.15,994.6846768,1134.04,20943.11,3052.79,1217.3,47.3,2270.12,1952.99,0.014285957,3
2017-05-11,56400,56000,56400,54800,56400,1.119758,0.00047,1.66,-15,1325,55550,14.72,994.9722638,1129.99,20919.42,3061.5,1222.7,47.8,2296.37,1988.01,-0.01969625,0
2017-05-12,55300,56400,56400,55100,55300,1.126702,0.000431,1.63,-213,680,55605,12.32,993.0836499,1124.27,20896.61,3083.51,1226.2,47.8,2286.02,1973.78,0.005410293,2
2017-05-15,55600,55300,56100,55300,55600,1.128597,0.000429,1.63,-211,727,55625,12.89,982.7055096,1116.55,20981.94,3090.23,1228.6,48.9,2290.65,1976.54,-0.005410293,1
2017-05-16,55300,56200,56800,55200,55300,1.127266,0.000394,1.63,98,1077,55580,12.51,987.956818,1116.49,20979.75,3112.96,1235,48.7,2295.33,1975.48,-0.010909199,1
2017-05-17,54700,55400,55700,54400,54700,1.128526,0.000394,1.61,-183,1019,55615,12.83,1005.237625,1118.93,20606.93,3104.44,1257.5,49.1,2293.08,1978.03,0.018116438,3
2017-05-18,55700,53600,55700,53400,55700,1.131758,0.000379,1.64,-257,1993,55670,13.18,1014.533837,1127.35,20663.02,3090.14,1251.7,49.4,2286.82,1974.52,-0.027299238,0
2017-05-19,54200,55100,55600,54200,54200,1.14122,0.00039,1.59,-391,767,55655,12.88,1002.95911,1118.5,20804.84,3090.63,1252.7,50.3,2288.48,1963.58,0.032670782,3
2017-05-22,56000,54900,56000,54800,56000,1.15355,0.000404,1.65,-66,1085,55670,12.79,1003.908501,1114.74,20894.83,3075.68,1260.7,50.7,2304.03,1991.06,-0.016201975,0
2017-05-23,55100,56400,56500,55000,55100,1.140429,0.000404,1.62,81,312,55675,12.88,1012.540511,1124.73,20937.91,3061.95,1254.8,51.5,2311.74,1980.3,0.012624153,2
2017-05-24,55800,55700,56500,55600,55800,1.137287,0.000405,1.64,-149,1120,55635,12.95,1003.580037,1124.11,21012.42,3064.08,1252.4,51.4,2317.34,1997.95,0,1
2017-05-25,55800,56400,56400,55400,55800,1.131677,0.000403,1.64,-87,691,55680,13.56,1000.732928,1119.62,21082.95,3107.83,1255.8,48.9,2342.93,2005.89,0.023030247,3
2017-05-26,57100,56000,57100,56000,57100,1.137309,0.000357,1.68,275,1456,55705,13.51,1006.319669,1119.43,21080.28,3110.06,1267.6,49.8,2355.3,2029.73,0.013913268,2
2017-05-29,57900,57700,58800,57100,57900,1.109771,0.000339,1.7,114,585,55675,14.02,1008.033789,1121.74,21080.28,3110.06,1267.6,49.8,2352.97,2046.54,-0.008673081,1
2017-05-30,57400,58200,58400,56600,57400,1.1143,0.000339,1.69,-119,215,55710,13.6,1013.687151,1124.99,21029.47,3110.06,1262.1,49.7,2343.68,2033.01,-0.006993035,1
2017-05-31,57000,57400,57900,56500,57000,1.128385,0.000335,1.68,343,1511,55760,13.18,1013.288736,1120.9,21008.65,3117.18,1272,48.3,2347.38,2025.48,-0.010582109,1
2017-06-01,56400,56700,56900,56100,56400,1.1295,0.000334,1.66,-433,591,55745,12.77,1008.14382,1121.56,21144.18,3102.62,1267,48.4,2344.61,2011.67,0.012334958,2
2017-06-02,57100,56900,57500,56400,57100,1.127553,0.000302,1.68,-528,1036,55740,12.68,1013.962332,1119.82,21206.29,3105.54,1276.8,47.7,2371.72,2058.62,-0.017668304,0
2017-06-05,56100,57200,57200,55900,56100,1.130295,0.000306,1.65,-644,757,55815,12.97,1013.174574,1118.95,21184.04,3091.66,1279.3,47.4,2368.62,2060.2,0.007104826,2
2017-06-07,56500,55900,56900,55400,56500,1.103145,0.0003,1.66,18,1548,55765,12.89,1027.863154,1123.66,21173.69,3140.33,1290.1,45.7,2360.14,2059.83,0.003533573,2
2017-06-08,56700,56500,57000,56200,56700,1.112249,0.0003,1.67,-276,2079,55760,12.12,1018.958163,1122.79,21182.53,3150.33,1276.3,45.6,2363.57,2074.15,0.027827883,3
2017-06-09,58300,56700,58400,56500,58300,1.126251,0.000302,1.71,584,2273,55780,11.43,1016.808241,1125.2,21271.97,3158.4,1268.5,45.8,2381.69,2132.29,-0.013817146,0
2017-06-12,57500,57200,57900,56800,57500,1.131276,0.000288,1.69,-206,961,55465,12.09,1031.335944,1132.51,21235.67,3139.88,1266.1,46.1,2357.87,2062.59,0.022356907,3
2017-06-13,58800,57700,58900,56900,58800,1.132989,0.00029,1.73,67,1452,55535,11.54,1026.671518,1128.62,21328.47,3153.74,1265.8,46.5,2374.7,2090.34,0.008467451,2
2017-06-14,59300,59200,60000,58800,59300,1.142556,0.000272,1.74,566,1345,55540,11.63,1026.498394,1118.37,21374.56,3130.67,1272.8,44.7,2372.64,2084.84,0.021685587,3
2017-06-15,60600,59300,61000,59300,60600,1.136791,0.000278,1.78,749,1337,55550,11.71,1023.779385,1132.3,21359.9,3132.49,1252.2,44.5,2361.65,2106.71,-0.001651528,1
2017-06-16,60500,61100,61600,59900,60500,1.134873,0.000232,1.78,534,1088,55530,11.46,1024.523358,1133.84,21384.28,3123.17,1254,44.7,2361.83,2100.15,0.037311708,3
2017-06-19,62800,61300,63200,61300,62800,1.14364,0.000247,1.85,708,1423,55525,11.74,1019.595506,1134.3,21528.99,3144.37,1244.2,44.2,2370.9,2134.34,0.01892801,3
2017-06-20,64000,64700,65400,63700,64000,1.118669,0.00025,1.88,-369,1470,55515,11.71,1022.861238,1141.82,21467.14,3140.01,1241,43.2,2369.23,2132.27,0.01242252,2
2017-06-21,64800,63300,66300,62900,64800,1.110349,0.000246,1.9,-52,798,55535,11.63,1024.011831,1142.49,21410.03,3156.21,1243.4,42.5,2357.53,2141.77,0.003081667,2
2017-06-22,65000,66500,66500,64500,65000,1.095515,0.000244,1.91,-430,1562,55515,11.18,1026.262354,1142.23,21397.29,3147.45,1247.6,42.7,2370.37,2142.91,0,1
2017-06-23,65000,64500,65400,63500,65000,1.103288,0.00024,1.91,-107,799,55520,11.31,1021.139673,1136.12,21394.76,3157.87,1256.2,43,2378.6,2167.49,0.037740328,3
2017-06-26,67500,65000,67500,65000,67500,1.226306,0.000253,1.98,-39,758,55545,11.87,1017.814492,1133.54,21409.55,3185.44,1246.3,43.4,2388.66,2216.26,0.024873265,3
2017-06-27,69200,68200,69600,67000,69200,1.227418,0.000259,2.03,-356,939,55545,11.74,1015.263909,1138.72,21310.66,3191.2,1246.4,44.2,2391.95,2220.53,-0.029327615,0
2017-06-28,67200,68100,69200,66800,67200,1.255902,0.000278,1.98,-202,851,55485,11.98,1019.598394,1142.46,21454.61,3173.2,1248,44.7,2382.56,2170.09,0.019160498,3
2017-06-29,68500,67900,68800,67100,68500,1.255298,0.000279,2.01,-489,1182,55495,11.65,1016.531936,1144.31,21287.03,3188.06,1244.2,44.9,2395.66,2185.16,-0.016188727,0
2017-06-30,67400,67400,67800,67000,67400,1.254334,0.000283,1.98,-143,955,55510,12,1019.043803,1144.59,21349.63,3192.43,1240.7,46,2391.79,2168.63,-0.016455121,0
2017-07-03,66300,66500,66900,65500,66300,1.270921,0.000283,1.95,-644,960,55500,12.3,1013.893548,1148.64,21479.27,3195.91,1217.9,47.1,2394.48,2147.28,-0.007570059,1
2017-07-04,65800,65900,67100,65300,65800,1.268526,0.000279,1.93,-45,602,55435,14.03,1016.735811,1151.86,21479.27,3182.8,1217.9,47.1,2380.52,2147.95,0.032887867,3
2017-07-05,68000,65600,68200,65300,68000,1.266142,0.000287,2,-8,1122,55455,13.18,1020.031797,1154.88,21478.17,3207.13,1220.4,45.1,2388.35,2183.14,0.001469508,2
2017-07-06,68100,69000,69400,67500,68100,1.227262,0.000278,2,-110,1152,55455,12.99,1023.510695,1158,21320.04,3212.44,1222.2,45.5,2387.81,2175.8,-0.022272636,0
2017-07-07,66600,67600,68400,66100,66600,1.252175,0.000291,1.96,238,534,55410,12.97,1013.213345,1154.05,21414.34,3217.96,1208.6,44.2,2379.87,2154.76,0.010455659,2
2017-07-10,67300,67000,67500,65700,67300,1.264916,0.000283,1.98,102,741,55455,12.55,1007.575094,1150.55,21408.52,3212.63,1212.1,44.4,2382.1,2139.14,0.024946268,3
2017-07-11,69000,67400,69000,66900,69000,1.257378,0.000289,2.03,265,756,55430,12.09,1005.199231,1150.35,21409.07,3203.04,1213.6,45,2396,2166.99,-0.001450327,1
2017-07-12,68900,68700,69500,68400,68900,1.258102,0.000289,2.03,-143,977,55470,11.73,1007.409372,1139.38,21532.14,3197.54,1218.1,45.5,2391.77,2153.95,0.024373966,3
2017-07-13,70600,69500,71900,69200,70600,1.26142,0.000294,2.08,-74,1192,55500,10.93,1004.003174,1138.64,21553.09,3218.16,1216.3,46.1,2409.49,2197.07,0.007057192,2
2017-07-14,71100,71400,72200,70700,71100,1.260982,0.000293,2.09,148,271,55510,10.43,1002.787147,1129.74,21637.74,3222.42,1226.6,46.5,2414.63,2191.95,0.001405482,2
2017-07-17,71200,71800,71900,70200,71200,1.265582,0.000288,2.09,96,506,55490,10.78,1000.948666,1128.97,21629.72,3176.47,1232.8,46,2425.1,2207.2,-0.005633818,1
2017-07-18,70800,70700,71800,70600,70800,1.266369,0.000287,2.08,205,503,55475,10.74,1005.678769,1124.55,21574.73,3187.57,1241.1,46.4,2426.04,2207.49,0.002820876,2
2017-07-19,71000,71200,71200,70000,71000,1.263323,0.000284,2.09,123,354,55475,10.62,1006.059792,1123.97,21640.75,3230.98,1241.2,47.1,2429.94,2199.6,0.00421645,2
2017-07-20,71300,71400,71700,70800,71300,1.259185,0.000274,2.1,-34,326,55515,10.39,1003.667919,1121.9,21611.78,3244.87,1244.8,46.8,2441.84,2201.1,-0.001403509,1
2017-07-21,71200,70800,71300,70300,71200,1.25716,0.000274,2.09,-15,369,55545,9.82,1006.247749,1117.74,21580.07,3237.98,1254.3,45.8,2450.06,2203.55,0.024966623,3
2017-07-24,73000,71300,73000,71000,73000,1.255425,0.00028,2.15,153,926,55525,10.06,1004.269116,1115.04,21513.17,3250.6,1253.9,46.3,2451.53,2205.16,-0.036266178,0
2017-07-25,70400,72900,73000,70100,70400,1.27541,0.000308,2.07,-376,555,55550,10.36,1001.048575,1116.97,21613.43,3243.69,1251.7,47.9,2439.9,2176.15,-0.052490183,0
2017-07-26,66800,69600,69900,66700,66800,1.312162,0.000353,1.96,-391,1026,55535,10.52,1000.160829,1119.38,21711.01,3247.68,1249,48.8,2434.51,2117.97,0.023669744,3
2017-07-27,68400,66800,69500,66800,68400,1.32696,0.000359,2.01,-46,1946,55560,10.38,999.1488218,1115.15,21796.55,3249.78,1259.6,49,2443.24,2130.9,-0.057158414,0
2017-07-28,64600,67800,67900,64200,64600,1.396641,0.000417,1.9,-163,1123,55570,12.93,1011.175198,1122,21830.31,3253.24,1268.4,49.7,2400.99,2053.45,0.021440331,3
2017-07-31,66000,63700,66000,63700,66000,1.405952,0.000414,1.94,213,1516,55570,12.79,1016.268116,1121.96,21891.12,3273.03,1266.6,50.2,2402.71,2078.62,-0.007604599,1
2017-08-01,65500,65300,66500,64700,65500,1.386778,0.000415,1.93,-472,819,55525,11.66,1017.627303,1121.12,21963.92,3292.64,1272.6,49.2,2422.96,2079.48,0.037457563,3
2017-08-02,68000,67900,68200,66600,68000,1.373926,0.000432,2,-89,1630,55560,11.41,1016.559529,1122.79,22016.24,3285.06,1271.8,49.6,2427.63,2118.4,-0.037457563,0
2017-08-03,65500,67900,67900,65200,65500,1.415613,0.000447,1.93,-940,829,55570,13.48,1024.825016,1127.41,22026.1,3272.93,1267.8,49,2386.85,2069.6,-0.023167059,0
2017-08-04,64000,65100,66100,63200,64000,1.406905,0.000456,1.88,-198,1045,55530,12.78,1018.290043,1129.08,22092.81,3262.08,1258.3,49.6,2395.45,2068.03,0.001561281,2
2017-08-07,64100,64000,65000,63700,64100,1.388933,0.000448,1.88,-327,842,55530,12.62,1018.910864,1128.24,22118.42,3279.46,1258.2,49.4,2398.75,2078.36,0.033745533,3
2017-08-08,66300,64900,66400,64800,66300,1.38402,0.000464,1.95,195,1443,55485,12.54,1017.00361,1126.84,22085.34,3281.87,1256.4,49.2,2394.73,2103.43,-0.032186686,0
2017-08-09,64200,65400,65400,64000,64200,1.411683,0.000483,1.89,416,736,55445,15.7,1034.235625,1138.59,22048.7,3275.57,1273,49.6,2368.39,2056.39,0.003110422,2
2017-08-10,64400,63700,64600,63200,64400,1.407822,0.00048,1.89,655,544,55390,16.55,1046.639232,1144.5,21844.01,3261.75,1283.7,48.6,2359.47,2057.56,-0.047703798,0
2017-08-11,61400,62000,63000,61400,61400,1.449072,0.000516,1.8,1087,1061,55490,18.96,1047.444587,1143.6,21858.32,3208.54,1287.7,48.8,2319.71,2018,0.058514714,3
2017-08-14,65100,63000,65100,62300,65100,1.478966,0.000557,1.91,941,1872,55440,16.75,1040.160716,1139.08,21993.71,3237.36,1284.2,47.6,2334.22,2054.04,0.015244198,3
2017-08-16,66100,67200,67300,65800,66100,1.477748,0.000544,1.94,297,1497,55460,14.09,1028.295414,1138.94,22024.87,3246.45,1276.9,46.8,2348.26,2081.62,0.00452831,2
2017-08-17,66400,66800,67300,66100,66400,1.473593,0.000538,1.95,463,972,55490,12.19,1037.083561,1139.34,21750.73,3268.43,1286.4,47.1,2361.67,2089.01,0.008995563,2
2017-08-18,67000,64900,67300,64800,67000,1.467807,0.000537,1.97,314,875,55520,13.1,1049.439338,1141.79,21674.51,3268.72,1285.7,48.5,2358.37,2093.23,0.002980628,2
2017-08-21,67200,67300,67800,66600,67200,1.467874,0.000537,1.98,104,1010,55515,13.41,1046.827878,1138.53,21703.75,3286.91,1290.8,47.4,2355,2101.41,0.014771317,3
2017-08-22,68200,67400,68200,67200,68200,1.48992,0.000532,2,282,764,55500,12.65,1036.175852,1133.68,21899.89,3290.23,1285.1,47.6,2365.33,2114.06,-0.00293686,1
2017-08-23,68000,69000,69000,67600,68000,1.49626,0.000531,2,38,984,55495,12.61,1035.71625,1130.07,21812.09,3287.71,1288.9,48.4,2366.4,2121.64,0.001469508,2
2017-08-24,68100,68200,68700,67500,68100,1.496576,0.000529,2,247,890,55510,12.17,1032.183698,1128.28,21783.4,3271.51,1286.5,47.4,2375.84,2132.07,0.004395611,2
2017-08-25,68400,68300,68400,67600,68400,1.496327,0.000527,2.01,323,664,55540,12.18,1027.100494,1122.21,21813.67,3331.52,1292.5,47.9,2378.51,2133.18,-0.00733679,1
2017-08-28,67900,68000,68100,67100,67900,1.504054,0.000526,2,62,499,55570,13.05,1024.103221,1119.14,21808.4,3362.65,1309.7,46.6,2370.3,2114.29,-0.004428052,1
2017-08-29,67600,67300,67900,66400,67600,1.505553,0.000525,1.99,273,598,55560,13.72,1032.187184,1122.71,21865.37,3365.23,1313.1,46.4,2364.74,2103.25,0.013225762,2
2017-08-30,68500,68300,68900,68100,68500,1.509201,0.00052,2.01,199,677,55550,12.94,1019.744009,1123.35,21892.43,3363.63,1308.1,46,2372.29,2143.92,0.001458789,2
2017-08-31,68600,68900,69300,68200,68600,1.508655,0.00052,2.02,132,623,55610,13.64,1020.550559,1123.32,21948.1,3360.81,1316.2,47.2,2363.19,2140.7,0.001456664,2
2017-09-01,68700,69000,69200,67700,68700,1.506053,0.00052,2.02,42,981,55605,13.36,1017.637981,1121.03,21987.56,3367.12,1324.5,47.3,2357.69,2140.26,-0.008771986,1
2017-09-04,68100,66600,68600,66600,68100,1.494657,0.000512,2,490,1144,55495,15.23,1031.337289,1129.83,21987.56,3379.58,1324.5,47.3,2329.65,2113.24,0.026088436,3
2017-09-05,69900,68600,70100,67900,69900,1.484035,0.000516,2.05,890,867,55570,16.12,1037.326596,1129.13,21753.31,3384.32,1339.2,48.7,2326.62,2150.35,0.025425098,3
2017-09-06,71700,69900,71900,69700,71700,1.472248,0.000518,2.11,941,1138,55550,16.29,1041.589343,1133.77,21807.64,3385.39,1333.9,49.2,2319.82,2171.3,-0.004192878,1
